Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,position,method,induction.year,first.year,last.year,Num.Years.On.Ballot,mitchell.report
Jeff Cirillo,37,23,14,32,28.7,30.3,53.4,1617,5396,800,1598,112,727,63,563,0.296,0.366,0.43,0.796,102,0,0,0,NA,2,1,0,0,1,0,0,2,1,*534D/671,3B,0,0,1994,2007,1,0
Jeff Conine,22,23,17,16.2,15.2,15.7,50.7,2024,6957,870,1982,214,1071,54,671,0.285,0.347,0.443,0.789,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*79D5,1B,0,0,1990,2007,1,0
Reggie Sanders,18,27,17,36.7,25.2,30.9,55.4,1777,6241,1037,1666,305,983,304,674,0.267,0.343,0.487,0.83,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*78/D,RF,0,0,1991,2007,1,0
Royce Clayton,24,23,17,16.4,15.5,15.9,52.1,2108,7379,935,1904,110,723,231,565,0.258,0.312,0.367,0.679,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/5D,SS,0,0,1991,2007,1,0
Roberto Hernandez,93,7,17,17.2,16.7,16.9,32.3,1010,2,0,1,0,0,0,0,0.5,0.5,0.5,1,166,67,71,3.45,131,1.367,1010,3,326,1071.1,1002,96,462,945,*1,P,0,0,1991,2007,1,0
Ryan Klesko,24,26,16,24.6,20.4,22.5,51.5,1736,5611,874,1564,278,987,91,817,0.279,0.37,0.5,0.87,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*39/D,LF,0,0,1992,2007,1,0
Todd Walker,10,22,12,8.3,8.9,8.6,54.4,1288,4554,647,1316,107,545,66,421,0.289,0.348,0.435,0.783,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*453D/76,2B,0,0,1996,2007,1,0
Rondell White,6,17,15,25.5,19.9,22.7,54.8,1474,5357,756,1519,198,768,94,360,0.284,0.336,0.462,0.799,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*8D,LF,0,0,1993,2007,1,1
Jose Mesa,113,1,19,9.6,12.1,10.8,32.3,1023,2,1,0,0,0,0,1,0,0.333,0,0.333,-3,80,109,4.36,100,1.472,1022,95,321,1548.2,1629,151,651,1038,*1,P,0,0,1987,2007,1,0
Woody Williams,17,14,15,28.1,20.2,24.2,57.9,443,540,52,105,4,43,1,17,0.194,0.222,0.267,0.489,29,132,116,4.19,103,1.321,424,330,0,2216.1,2217,309,711,1480,*1,P,0,0,1993,2007,1,0
Mike Stanton,66,7,19,13.3,14.3,13.8,32.3,1178,24,3,8,0,3,0,1,0.333,0.36,0.375,0.735,96,68,63,3.92,112,1.352,1178,1,84,1114,1086,93,420,895,*1,P,0,0,1989,2007,1,1
Barry Larkin,120,47,19,67.1,41.7,54.4,52.1,2180,7937,1329,2340,198,960,379,939,0.295,0.371,0.444,0.815,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/4D,SS,1,2012,1986,2004,3,0
Juan Gonzalez,123,40,17,35.1,27,31,55.4,1689,6556,1061,1936,434,1404,26,457,0.295,0.343,0.561,0.904,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D*78,RF,0,0,1989,2005,2,1
Vinny Castilla,69,25,16,16.7,19.5,18.1,53.4,1854,6822,902,1884,320,1105,33,423,0.276,0.321,0.476,0.797,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56/43,3B,0,0,1991,2006,1,0
Tim Salmon,34,32,14,37.1,29.4,33.3,55.4,1672,5934,986,1674,299,1016,48,970,0.282,0.385,0.498,0.884,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D/78,RF,0,0,1992,2006,1,0
Bill Mueller,16,23,11,21.8,18.3,20.1,53.4,1216,4223,663,1229,85,493,20,543,0.291,0.373,0.425,0.797,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*54/D6,3B,0,0,1996,2006,1,0
Brad Radke,13,15,12,42.3,34.2,38.2,57.9,378,29,0,3,0,0,0,0,0.103,0.103,0.103,0.207,-46,148,139,4.22,113,1.26,378,377,0,2451,2643,326,445,1467,*1,P,0,0,1995,2006,1,0
Javy Lopez,66,34,15,27.2,23.4,25.3,40.7,1503,5319,674,1527,260,864,8,357,0.287,0.337,0.491,0.828,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D/3,C,0,0,1992,2006,1,0
Eric Young,19,25,15,16.7,15,15.8,54.4,1730,6119,996,1731,79,543,465,660,0.283,0.359,0.39,0.749,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*47/D8695,2B,0,0,1992,2006,1,0
Terry Mulholland,14,9,20,8.4,12.5,10.5,32.3,687,619,26,69,2,23,1,13,0.111,0.131,0.145,0.276,-25,124,142,4.41,93,1.364,685,332,5,2575.2,2833,293,681,1325,*1,P,0,0,1986,2006,1,0
Tony Womack,27,17,13,0.5,5.8,3.2,54.4,1303,4963,739,1353,36,368,363,308,0.273,0.317,0.356,0.673,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*6987/D,2B,0,0,1993,2006,1,0
Phil Nevin,23,19,12,14,17.8,15.9,53.4,1217,4188,584,1131,208,743,18,449,0.27,0.343,0.472,0.814,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*3D279,3B,0,0,1995,2006,1,0
Brian Jordan,24,17,15,30.8,28.8,29.8,55.4,1456,5160,755,1454,184,821,119,353,0.282,0.333,0.455,0.788,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*978/3D5,RF,0,0,1992,2006,1,0
Ruben Sierra,58,28,20,13,18,15.5,55.4,2186,8044,1084,2152,306,1322,142,610,0.268,0.315,0.45,0.765,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D78,RF,0,0,1986,2006,1,0
Jeromy Burnitz,34,23,14,17.4,17.2,17.3,55.4,1694,5710,917,1447,315,981,74,739,0.253,0.345,0.481,0.826,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*987/D,RF,0,0,1993,2006,1,0
Roberto Alomar,194,57,17,62.9,40.9,51.9,54.4,2379,9073,1508,2724,210,1134,474,1032,0.3,0.371,0.443,0.814,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/D6,2B,1,2011,1988,2004,2,0
Bert Blyleven,120,50,22,89.3,46.8,68,57.9,699,451,19,59,0,25,0,5,0.131,0.144,0.146,0.29,-19,287,250,3.31,118,1.198,692,685,0,4970,4632,430,1322,3701,*1,P,1,2011,1970,1992,14,0
Dave Parker,124,42,19,36.3,35.9,36.1,55.4,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D78/34,RF,0,0,1973,1991,15,0
Harold Baines,66,44,22,34,19.9,26.9,55.4,2830,9908,1299,2866,384,1628,34,1062,0.289,0.356,0.465,0.82,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*D*98/7,DH,0,0,1980,2001,5,0
John Franco,124,11,21,22.3,14.8,18.5,32.3,1119,34,2,3,0,1,0,0,0.088,0.088,0.088,0.176,-52,90,87,2.89,138,1.333,1119,0,424,1245.2,1166,81,495,975,*1,P,0,0,1984,2005,1,0
Kevin Brown,93,41,19,64.3,43.4,53.9,57.9,490,495,20,64,2,29,0,19,0.129,0.169,0.162,0.331,-11,211,144,3.28,127,1.222,486,476,0,3256.1,3079,208,901,2397,*1,P,0,0,1986,2005,1,1
Tino Martinez,41,26,16,25.1,19.6,22.3,51.5,2023,7111,1008,1925,339,1271,27,780,0.271,0.344,0.471,0.815,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D,1B,0,0,1990,2005,1,0
John Olerud,68,39,17,53.7,36.8,45.3,51.5,2234,7592,1139,2239,255,1230,11,1275,0.295,0.398,0.465,0.863,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D,1B,0,0,1989,2005,1,0
Al Leiter,42,21,19,37.4,30.9,34.2,57.9,419,530,15,45,0,16,0,35,0.085,0.142,0.102,0.243,-34,162,132,3.8,112,1.386,419,382,2,2391,2152,198,1163,1974,*1,P,0,0,1987,2005,1,0
Marquis Grissom,48,26,17,26.7,26.4,26.6,54.8,2165,8275,1187,2251,227,967,429,553,0.272,0.318,0.415,0.732,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*879/D,CF,0,0,1989,2005,1,0
B.J. Surhoff,30,27,19,30.3,20.4,25.4,50.7,2313,8258,1062,2326,188,1153,141,640,0.282,0.332,0.413,0.745,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*2*53D9/846,LF,0,0,1987,2005,1,0
Bret Boone,63,27,14,19.5,23.1,21.3,54.4,1780,6683,927,1775,252,1021,94,552,0.266,0.325,0.442,0.767,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/5D,2B,0,0,1992,2005,1,0
Benito Santiago,94,30,20,24.5,17.1,20.8,40.7,1978,6951,755,1830,217,920,91,430,0.263,0.307,0.415,0.722,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/37D,C,0,0,1986,2005,1,1
Lenny Harris,8,9,18,0.7,7.1,3.9,53.4,1903,3924,460,1055,37,369,131,279,0.269,0.318,0.349,0.667,80,0,0,0,NA,0,1,0,0,1,0,0,0,1,*5*49736/D81,3B,0,0,1988,2005,1,0
Bobby Higginson,19,19,11,20.2,19.4,19.8,50.7,1362,4910,736,1336,187,709,91,649,0.272,0.358,0.455,0.813,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9D/8,LF,0,0,1995,2005,1,0
Charles Johnson,24,28,12,21,18.2,19.6,40.7,1188,3836,465,940,167,570,6,475,0.245,0.33,0.433,0.762,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/D,C,0,0,1994,2005,1,0
Raul Mondesi,21,20,13,27,23.5,25.3,55.4,1525,5814,909,1589,271,860,229,475,0.273,0.331,0.485,0.815,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*987/D,RF,0,0,1993,2005,1,0
Carlos Baerga,44,19,14,17.2,20.3,18.8,54.4,1630,5439,731,1583,134,774,59,291,0.291,0.332,0.423,0.754,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*453D6,2B,0,0,1990,2005,1,0
Kirk Rueter,11,14,13,14.4,13.3,13.8,57.9,349,622,44,95,0,40,1,27,0.153,0.187,0.167,0.354,-6,130,92,4.27,97,1.394,340,336,0,1918,2092,220,582,818,*1,P,0,0,1993,2005,1,0
Andre Dawson,118,44,21,60.6,41,50.8,54.8,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*8D7,RF,1,2010,1976,1996,9,0
Andres Galarraga,114,35,19,28.3,24.8,26.5,51.5,2257,8096,1195,2333,399,1425,128,583,0.288,0.347,0.499,0.846,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D/5,1B,0,0,1985,2004,1,0
Robin Ventura,34,30,16,52.3,36.5,44.4,53.4,2079,7064,1006,1885,294,1182,24,1075,0.267,0.362,0.444,0.806,114,0,0,0,NA,1,1,0,0,1,1,0,0,0,*53/D416,3B,0,0,1989,2004,1,0
Eric Karros,30,17,14,7.7,11.9,9.8,51.5,1755,6441,797,1724,284,1027,59,552,0.268,0.325,0.454,0.779,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/D,1B,0,0,1991,2004,1,0
Ellis Burks,52,42,18,46.3,30.4,38.3,54.8,2000,7232,1253,2107,352,1206,181,793,0.291,0.363,0.51,0.874,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9*D7,CF,0,0,1987,2004,1,0
Kevin Appier,32,24,16,51.5,41.3,46.4,57.9,414,83,4,8,0,4,0,1,0.096,0.118,0.096,0.214,-42,169,137,3.74,121,1.294,414,402,0,2595.1,2425,232,933,1994,*1,P,0,0,1989,2004,1,0
David Segui,15,16,15,7.8,11,9.4,51.5,1456,4847,683,1412,139,684,17,524,0.291,0.359,0.443,0.802,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D7/9,1B,0,0,1990,2004,1,1
Pat Hentgen,37,12,14,30,28.6,29.3,57.9,344,84,4,9,0,0,0,4,0.107,0.148,0.107,0.255,-33,131,112,4.32,108,1.391,344,306,1,2075.1,2111,269,775,1290,*1,P,0,0,1991,2004,1,0
Shane Reynolds,18,12,13,15.9,17.8,16.8,57.9,306,546,34,77,5,43,0,14,0.141,0.165,0.196,0.361,-5,114,96,4.09,103,1.314,305,278,0,1791.2,1935,191,419,1403,*1,P,0,0,1992,2004,1,0
Michael Jackson,52,11,17,17.7,13.2,15.5,32.3,1005,28,3,5,0,1,0,1,0.179,0.207,0.25,0.457,21,62,67,3.42,126,1.218,1005,7,142,1188.1,983,127,464,1006,*1,P,0,0,1986,2004,1,0
Ray Lankford,23,26,14,35.7,29.9,32.8,54.8,1701,5747,968,1561,238,874,258,828,0.272,0.364,0.477,0.84,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*7/D9,CF,0,0,1990,2004,1,0
Todd Zeile,14,27,16,16,12.2,14.1,53.4,2158,7573,986,2004,253,1110,53,945,0.265,0.346,0.423,0.769,104,0,0,22.5,27,3.5,2,0,0,2,5,0,2,1,*5*32/D71,3B,0,0,1989,2004,1,0
Rickey Henderson,181,53,25,106.8,54.4,80.6,50.7,3081,10961,2295,3055,297,1115,1406,2190,0.279,0.401,0.419,0.82,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*8D/9,LF,1,2009,1979,2003,1,0
Jim Rice,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D9/8,LF,1,2009,1974,1989,15,0
Tommy John,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,*1,P,0,0,1963,1989,15,0
Mark Grace,60,38,16,43,28.4,35.7,51.5,2245,8065,1179,2445,173,1146,70,1075,0.303,0.383,0.442,0.825,119,0,0,9,67,1,1,0,0,1,1,1,0,0,*3/D1,1B,0,0,1988,2003,1,0
David Cone,103,39,17,58.8,38.4,48.6,57.9,451,412,28,64,0,22,0,16,0.155,0.192,0.177,0.369,6,194,126,3.46,121,1.256,450,419,1,2898.2,2504,258,1137,2668,*1,P,0,0,1986,2003,1,0
Matt Williams,70,29,17,43.5,32.1,37.8,53.4,1866,7000,997,1878,378,1218,53,469,0.268,0.317,0.489,0.805,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56/3D,3B,0,0,1987,2003,1,1
Mo Vaughn,86,30,12,24.5,25.3,24.9,51.5,1512,5532,861,1620,328,1064,30,725,0.293,0.383,0.523,0.906,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D,1B,0,0,1991,2003,1,1
Jay Bell,30,30,18,34.1,30.1,32.1,52.1,2063,7398,1123,1963,195,860,91,853,0.265,0.343,0.416,0.759,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*45/3D,SS,0,0,1986,2003,1,0
Jesse Orosco,61,13,24,22.2,17.1,19.6,32.3,1252,59,3,10,0,4,0,8,0.169,0.261,0.169,0.43,23,87,80,3.16,126,1.263,1252,4,144,1295.1,1055,113,581,1179,*1/9,P,0,0,1979,2003,1,0
Ron Gant,44,26,16,31.2,24.9,28.1,50.7,1832,6449,1080,1651,321,1008,243,770,0.256,0.336,0.468,0.803,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7845D/9,LF,0,0,1987,2003,1,0
Greg Vaughn,51,25,15,27.7,25.2,26.5,50.7,1731,6103,1017,1475,355,1072,121,865,0.242,0.337,0.47,0.807,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D/89,LF,0,0,1989,2003,1,0
Dan Plesac,54,8,18,15.9,13.2,14.6,32.3,1064,15,0,1,0,0,0,0,0.067,0.067,0.067,0.133,-65,65,71,3.64,117,1.286,1064,14,158,1072,977,105,402,1041,*1,P,0,0,1986,2003,1,0
Rich Gossage,126,19,22,39.4,31,35.2,32.3,1003,85,1,9,0,2,0,4,0.106,0.146,0.118,0.264,-25,124,107,3.01,126,1.232,1002,37,310,1809.1,1497,119,732,1502,*1/D,P,1,2008,1972,1994,9,0
Dave Concepcion,106,29,19,36.5,28.4,32.4,52.1,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,NA,1.5,1,0,0,1.1,2,0,0,1,*6453/81,SS,0,0,1970,1988,15,0
Robb Nen,92,15,10,14.4,14.5,14.5,32.3,643,15,0,1,0,0,0,0,0.067,0.067,0.067,0.133,-64,45,42,2.98,139,1.213,643,4,314,715,607,51,260,793,*1,P,0,0,1993,2002,1,0
Travis Fryman,36,26,13,31.2,26.4,28.8,53.4,1698,6481,895,1776,223,1022,72,602,0.274,0.336,0.443,0.779,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*6/D3,3B,0,0,1990,2002,1,0
Rod Beck,63,13,13,10.7,11,10.9,32.3,704,19,0,4,0,1,0,0,0.211,0.211,0.211,0.421,16,38,45,3.3,124,1.164,704,0,286,768,703,97,191,644,*1,P,0,0,1991,2004,1,0
Todd Stottlemyre,15,13,14,20.5,18.6,19.5,57.9,373,242,23,50,1,11,1,28,0.207,0.289,0.256,0.545,44,138,121,4.28,100,1.376,372,339,1,2191.2,2200,246,816,1587,*1,P,0,0,1988,2002,1,0
David Justice,42,29,14,37.6,26.1,31.8,55.4,1610,5625,929,1571,305,1017,53,903,0.279,0.378,0.5,0.878,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D*73/8,RF,0,0,1989,2002,1,1
Chuck Knoblauch,68,33,12,42,37,39.5,54.4,1632,6366,1132,1839,98,615,407,804,0.289,0.378,0.406,0.783,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*47D/68,2B,0,0,1991,2002,1,1
Shawon Dunston,14,18,18,9.1,10,9.6,52.1,1814,5927,736,1597,150,668,212,203,0.269,0.296,0.416,0.712,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6789/43D5,SS,0,0,1985,2002,1,0
Chuck Finley,54,27,17,53.7,37.5,45.6,57.9,524,53,3,3,0,1,0,0,0.057,0.057,0.075,0.132,-66,200,173,3.85,115,1.376,524,467,0,3197.1,3069,304,1332,2610,*1,P,0,0,1986,2002,1,0
Brady Anderson,38,26,15,32.2,28.7,30.4,54.8,1834,6499,1062,1661,210,761,315,960,0.256,0.362,0.425,0.787,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*79D,CF,0,0,1988,2002,1,0
Jose Rijo,28,20,14,34.4,35.9,35.2,57.9,377,445,25,85,2,29,2,8,0.191,0.205,0.234,0.439,20,116,91,3.24,121,1.262,376,269,3,1880,1710,147,663,1606,*1,P,0,0,1984,2002,2,0
Cal Ripken,236,58,21,90.9,54.6,72.8,52.1,3001,11551,1647,3184,431,1695,36,1129,0.276,0.34,0.447,0.788,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*5/D,SS,1,2007,1981,2001,1,0
Tony Gwynn,279,54,20,65.3,39.6,52.5,55.4,2440,9288,1383,3141,135,1138,319,790,0.338,0.388,0.459,0.847,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*987/D,RF,1,2007,1982,2001,1,0
Steve Garvey,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*35/749,1B,0,0,1969,1987,15,0
